Project ID,Organization,Department,Division,Project Number,Project Category,Project Type,Project Sub-Type,Phase,Priority,Status,Project Name,Description,Justification,Project Location,Notes,Council District,Estimated Start,Estimated End,Plan Cost,Estimated Cost,PO Cost,Actual Cost,Metro Cost,State Cost,Federal Cost,Other Cost,Total Cost,Longitude,Latitude,Layer Name,Mapped Location
7540,Metro Nashville,Metro Public Works,Engineering,22-022409461670,Bikeway,Bike Lane,New,Planning/Scoping,,Planned,Gay St From Bank St To 1st Ave N,Upgrade to existing bike lane. .,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Gay St From Bank St To 1st Ave N,This bikeway is under consideration as a Fast Track bike lane.,19,"Jul, 2024","Dec, 2024",50000,0,0,0,0,0,0,0,50000,-86.777421,36.168165,Project Line,POINT (-86.777421 36.168165)
7123,Metro Nashville,Metro Public Works,Engineering,21-060713080115,Bikeway,Shared Bikeway,New,Future,,Future,HOLLY ST From S 17TH ST To S 19TH ST,Construction of a new shared bikeway,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,HOLLY ST From S 17TH ST To S 19TH ST,This bikeway is estimated to begin in 2025 or later.,06,"Jul, 2025","Dec, 2025",11000,11000,0,0,11000,0,0,0,11000,-86.738134,36.175098,Project Line,POINT (-86.738134 36.175098)
8267,Metro Nashville,Metro Public Works,Engineering,132451.00,Capital,Intersection Improvements,Rehabilitation,Planning/Scoping,,Scheduled,Pedestrian Safety/Multimodal Improvements – Rosa Parks/Dickerson Pk,"Installation of pedestrian hybrid beacons, new pedestrian crosswalks, pedestrian signals, bulb outs, street lights, ADA compliant curb ramps and highly visible and reflective crosswalks to reduce pedestrian crashes",Grant funded through the Coronavirus Response and Relief Supplemental Appropriations Act (CRRSAA),ROSA L PARKS BLVD and DICKERSON PIKE,Working through TDOT to bring a design team onboard,"19, 21, 02, 05",11/03/2025,05/29/2026,1125000,0,0,0,304020,0,820980,0,1125000,-86.795181,36.178849,Project Point,POINT (-86.795181 36.178849)
5210,Metro Nashville,Metro Public Works,Engineering,,Traffic,New Pedestrian Signal,New,Under Construction,,In Progress,Granberry School Zone Flasher,New school zone flasher,To provide school zone warning device to help warn vehicular traffic of reduced speed limits and increased pedestrian traffic,GRANBERRY ELEMENTARY SCHOOL  SCHOOL ZONE FLASHER,Installation of new school zone flasher complete,26,,,27165.5,27165.5,27165.5,0,27165.5,0,0,0,27165.5,-86.752548,36.047592,Project Point,POINT (-86.752548 36.047592)
7275,Metro Nashville,Metro Public Works,Engineering,21-093011542964,Bridge,Replace Bridge Deck,Rehabilitation,Plan Design,,Planned,Broadmoor Drive/CSXT Railroad - Design/R.o.W.,"BRIDGE REPLACEMENT DESIGN & RIGHT-OF-WAY ACQUISITION - Funding requested for bridge replacement design, right-of-way acquisition, and CSXT Railroad coordination. The work will include the bridge deck replacement design and CSXT Railroad coordination. The bridge deck has extensive concrete delamination.",To address and resolve the following deficiencies: Bridge deck has extensive concrete delamination.,Broadmoor Drive/CSXT Railroad,The bridge replacement will require traffic control measures.,07,,,665000,0,0,0,0,0,0,0,665000,-86.731285,36.229633,Project Poly,POINT (-86.731285 36.229633)
7498,Metro Nashville,Metro Public Works,Engineering,22-022213562483,Sidewalk,New Sidewalk,New,Planning/Scoping,,Planned,HARDING PL From S PERIMETER PARK DR To ANTIOCH PIKE,"This project will bridge a sidewalk gap on Harding Place, improving walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,HARDING PL From S PERIMETER PARK DR To ANTIOCH PIKE,Install new sidewalk on south side of Harding Place from S Perimeter Drive to Antioch Pike. Estimated start 2025.,28,2025,2025,640162.5,0,0,0,0,0,0,0,640162.5,-86.694457,36.086682,Project Line,POINT (-86.694457 36.086682)
7508,Metro Nashville,Metro Public Works,Engineering,22-022308080566,Sidewalk,New Sidewalk,New,Planning/Scoping,,Planned,DICKERSON PIKE From EWING DR To OAK VALLEY DR,"This project will bridge a sidewalk gap on Dickerson Pike, increasing walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,DICKERSON PIKE From EWING DR To OAK VALLEY DR,Install new sidewalk on west side of Dickerson Pike from Ewing Drive to Oak Valley Drive. Estimated start in 2025.,"02, 05",2025,2025,85050,0,0,0,0,0,0,0,85050,-86.759155,36.230779,Project Line,POINT (-86.759155 36.230779)
5128,Metro Nashville,Metro Public Works,Engineering,21-122011161357,Sidewalk,New Sidewalk,New,On Hold,,On Hold,Old Harding Pike (Pasquo Community),"Sidewalk, curb & gutter, and grass strip",Project fills gap in sidewalk network and provides connectivity to Harpeth Valley Elementary school.,OLD HARDING PIKE - OLMSTED DR - Existing Sidewalk 220 feet NE of Magnolia Hills Drive,"Installation of new sidewalk along with curb, gutter, and storm drainage that fills gap in sidewalk network and provides connectivity to Harpeth Valley Elementary School",35,,,298000,298000,0,0,298000,0,0,0,298000,-86.954906,36.046594,Project Line,POINT (-86.954906 36.046594)
8268,Metro Nashville,Metro Public Works,Engineering,132019.00,Capital,New Bridge,New,Plan Design,,Scheduled,Sadler Avenue at CSX RR Crossing Improvements,Construct a new bridge to the Sadler community and close the At-Grade crossing.,"CSX trains stops several times a week on at the At-Grade crossing at Sadler Ave blocking the only access in or out of the community, creating multiple safety issues.",Oakland St,Project under design.,16,06/01/2025,12/31/2026,7129900,0,0,0,800000,0,5063920,1265980,7129900,-86.745725,36.127772,Project Line,POINT (-86.745725 36.127772)
8330,Metro Nashville,Metro Public Works,Engineering,23-081015044653,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Buena Vista Pike/  Dry Fork Creek,"Flagged - NDOT. The work will consist of: Repair embankment failure at approach A, repair wingwall tilt, repair deterioration of bridge deck and install epoxy overlay, remove vegetation buildup at guardrail, remove sediment buildup in bridge barrels, repair concrete spalls at abutments, install pavement markings.","The 2021 TDOT inspection identified embankment failure at approach A, wingwall tilt, deterioration of bridge deck, vegetation buildup at guardrail, sediment buildup in bridge barrels, concrete spalls at abutments, faded pavement markings.",Buena Vista Pike/  Dry Fork Creek,Traffic control measures will be required for the planned bridge repairs.,01,,,0,156090,0,0,0,0,0,0,156090,-86.866053,36.212559,Project Poly,POINT (-86.866053 36.212559)
7565,Metro Nashville,Metro Public Works,Engineering,22-030711401751,Bikeway,Bike Lane,New,Future,,Future,21st Ave S From Portland Ave To Vivien Thomas Way,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,21st Ave S From Portland Ave To Vivien Thomas Way,This bikeway is estimated to begin in 2025 or later.,18,"Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.800638,36.138637,Project Line,POINT (-86.800638 36.138637)
5401,Metro Nashville,Metro Public Works,Engineering,22-050415560975,Bikeway,Bike Lane,New,Future,,Future,Tusculum Ct/Old Tusculum Rd From Ocala Dr To Tusculum Rd,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Tusculum Ct/Old Tusculum Rd From Ocala Dr To Tusculum Rd,This bikeway is estimated to begin in 2025 or later.,"33, 31, 27","Jul, 2025","Dec, 2025",26370,0,0,0,26370,0,0,0,26370,-86.697017,36.052675,Project Line,POINT (-86.697017 36.052675)
5358,Metro Nashville,Metro Public Works,Engineering,,Traffic,Intersection Improvements,Rehabilitation,Ready for Construction,,Scheduled,Charlotte Pike and Davidson Road Signal Improvements,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,CHARLOTTE PIKE At DAVIDSON DRIVE,Intersection improvements scheduled,"23, 35",12/01/2017,01/01/2018,46061.05,46061.05,46061.05,0,46061.05,0,0,0,46061.05,-86.903305,36.129468,Project Point,POINT (-86.903305 36.129468)
8369,Metro Nashville,Metro Public Works,Engineering,23-102415491609,Traffic,Intersection Improvements,Rehabilitation,Plan Design,,Planned,4th Avenue at Church Street,Install Vision Zero safety improvements at intersection.,4th Avenue at Church Street is a Vision Zero high injury intersection.,4th Avenue at Church Street,Install Vision Zero safety improvements at intersection.,19,"Apr, 2024","Mar, 2025",0,0,0,0,0,0,0,0,0,-86.778961,36.163705,Project Poly,POINT (-86.778961 36.163705)
5117,Metro Nashville,Metro Public Works,Engineering,2015-R-025,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,Edge O Lake From Bell Rd To Deerpath Dr,8' Multi-Use-Path with 4' Furnishing Zone,Project provides connectivity to Lakeview Elementary School and Transit,Edge O Lake From Bell Rd To Deerpath Dr,"Installation of new 8' multi-use-path and 4' furnishing zone along with curb, gutter, and storm drainage that provides  connectivity to Lakeview Elementary School and Transit",29,09/19/2022,11/17/2023,710000,1101000,1246146.11,1246146.11,1101000,0,0,0,1101000,-86.632636,36.07954,Project Line,POINT (-86.632636 36.07954)
7567,Metro Nashville,Metro Public Works,Engineering,22-030711501479,Bikeway,Bike Lane,New,Future,,Future,3rd Ave S From Korean Veterans Blvd To Broadway,Construction of a new bike lane or bike lane upgrade.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,3rd Ave S From Korean Veterans Blvd To Broadway,This bikeway is under consideration as a Fast Track bike lane. This bikeway is estimated to begin in 2025 or later.,19,"Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.774157,36.158791,Project Line,POINT (-86.774157 36.158791)
7097,Metro Nashville,Metro Public Works,Engineering,21-052013170055,Bikeway,Shared Bikeway,New,Future,,Future,51st Ave N/Nebraska Ave From Wyoming Ave To 440 Greenway,Construction of a Neighborway,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,51st Ave N/Nebraska Ave From Wyoming Ave To 440 Greenway,This bikeway is estimated to begin in 2025 or later.,24,"Jul, 2025","Dec, 2025",80000,0,0,0,0,0,0,0,80000,-86.828924,36.142253,Project Line,POINT (-86.828924 36.142253)
5407,Metro Nashville,Metro Public Works,Engineering,22-061012421266,Bikeway,Bike Lane,New,Future,,Future,Summercrest Blvd From Asheford Trace To Murfreesboro Pike,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Summercrest Blvd From Asheford Trace To Murfreesboro Pike,This bikeway is estimated to begin in 2025 or later.,"08, 32","Jul, 2025","Dec, 2025",57240,57240,0,0,57240,0,0,0,57240,-86.618241,36.046727,Project Line,POINT (-86.618241 36.046727)
8263,Metro Nashville,Metro Public Works,Engineering,040550.00,Traffic,Information Technology,Engineering/Consultant Services,Planning/Scoping,,On Hold,"ATIS, ITS, and CCTV Installation",Design and construct a comprehensive ITS communications system with networked CCTV and detection along 21st Ave S/Hillsboro Pk and Lebanon Pike.,Aligns with ITS Implementation Plan. Grant funded in early 2000s through CMAQ precursor.,21st Ave S/Hillsboro Pike and Lebanon Pike,Project is currently being scoped with TDOT.,"06, 19, 21, 14, 09, 07, 24, 26, 02, 17, 13, 28, 16, 11, 25, 15, 34, 12, 05, 18",06/02/2025,06/01/2026,6000000,0,0,0,4600000,0,1400000,0,6000000,-86.655105,36.169628,Project Line,POINT (-86.655105 36.169628)
5229,Metro Nashville,Metro Public Works,Engineering,21-031013133293,Traffic,Intersection Improvements,Rehabilitation,Under Construction,,In Progress,21st Avenue & Broadway - Buckingham,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through,BROADWAY At 21ST AVENUE NORTH,Intersection improvements under construction,"19, 17","1st quarter, 2015","4th quarter, 2017",1905282.71,1905282.71,1905282.71,0,1905282.71,0,0,0,1905282.71,-86.799037,36.148459,Project Point,POINT (-86.799037 36.148459)
8195,Metro Nashville,Metro Public Works,Paving,RPMS-49582,Paving,Paving,New,Plan Design,,Planned,HOGAN RD - REGENT DR - OAK HILL BOUNDARY,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",HOGAN RD - REGENT DR - OAK HILL BOUNDARY,"Based on the current condition index, this roadway segment qualifies for paving.",26,01/01/2023,12/31/2023,41800,0,0,0,0,0,0,0,41800,-86.769782,36.066004,Project Line,POINT (-86.769782 36.066004)
5776,Metro Nashville,Metro Public Works,Engineering,2018-R-7,Capital,Intersection Improvements,Rehabilitation,Construction/Closeout/Warranty,,In Progress,Intersection at Blue Hole Road and Pettus Road,Construct a single-lane roundabout at Blue Hole and Pettus along with a two-way entrance to Orchard Bend Park.,Improve traffic flow through the intersection of Blue Hole Rd at Pettus Rd and construct a main entrance to Orchard Bend Park.,Blue Hole Rd and Pettus Rd Intersection,The construction phase is currently underway.,"33, 31",01/25/2018,11/27/2023,1400000,1400000,105260,2900000,2900000,0,0,0,2900000,-86.672714,36.028314,Project Point,POINT (-86.672714 36.028314)
5441,Metro Nashville,Metro Public Works,Engineering,22-061012321016,Bikeway,Protected Bike Lane,New,Future,,Future,Cleveland St From N 1st St To Ellington Pkwy,Construction of a new protected bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Cleveland St From N 1st St To Ellington Pkwy,This bikeway is estimated to begin in 2025 or later.,05,"Jul, 2025","Dec, 2025",167560,167560,0,0,167560,0,0,0,167560,-86.765488,36.18689,Project Line,POINT (-86.765488 36.18689)
5398,Metro Nashville,Metro Public Works,Engineering,22-050415552333,Bikeway,Bike Lane,New,Future,,Future,Westcrest Dr From Brewer Dr To N Hilson Dr,New bike Lane,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Westcrest Dr From Brewer Dr To N Hilson Dr,This bikeway is estimated to begin in 2025 or later.,27,"Jul, 2025","Dec, 2025",42480,0,0,0,42480,0,0,0,42480,-86.733694,36.059449,Project Line,POINT (-86.733694 36.059449)
7100,Metro Nashville,Metro Public Works,Engineering,21-052107563316,Bikeway,Protected Bike Lane,New,Plan Design,,Planned,Edgehill Ave From 21st Ave S To 8th Ave S,Construction of a new protected bike lane,"To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation. This project will connect to numerous existing bikeways and provide access to transit stops, neighboring parks, schools, and community centers.",Edgehill Ave From 21st Ave S To 8th Ave S,Additional community engagement will follow design.,"17, 18","Jan, 2024","Sep, 2024",47000,413452.86,0,0,47000,0,0,0,413452.86,-86.785413,36.142311,Project Line,POINT (-86.785413 36.142311)
8299,Metro Nashville,Metro Public Works,Engineering,23-060116341561,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Paragon Mills Road/ Sevenmile Creek,"Flagged - NDOT. The work will consist of: Repair concrete deterioration on the bridge deck, install epoxy seal coat on the bridge deck, remove sediment from bridge barrels.",The 2021 TDOT inspection identified concrete cracks and aggregate pop outs on the bridge deck.,Paragon Mills Road/ Sevenmile Creek,Traffic control measures will be required to complete the planned bridge repairs.,30,,,0,147450,0,0,0,0,0,0,147450,-86.720208,36.08931,Project Poly,POINT (-86.720208 36.08931)
8266,Metro Nashville,Metro Public Works,Engineering,125999.00,Capital,New Sidewalk,New,Aquiring Right-Of-Way,,Scheduled,Hamilton Church Road RSA,Project involves pedestrian signal and sidewalk improvements from east of SR-1 to west of Calumet Drive.,TDOT RSA project.,Hamilton Church Road,TDOT project currently awaiting right-of-way funding authorization.,"08, 32, 29",03/31/2025,10/31/2025,1048860,0,0,0,90386,14500,943974,0,1048860,-86.626424,36.065258,Project Line,POINT (-86.626424 36.065258)
5208,Metro Nashville,Metro Public Works,Engineering,21-031013105039,Traffic,Intersection Improvements,Rehabilitation,Under Construction,,In Progress,Broadmoor Dr @ Walton Ln,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,BROADMOOR DR At WALTON LANE,Intersection improvements under construction,05,01/01/2017,08/31/2017,160273.9,160273.9,160273.9,0,160273.9,0,0,0,160273.9,-86.751093,36.230968,Project Point,POINT (-86.751093 36.230968)
1218,Metro Nashville,Metro Public Works,Paving,RPMS-12506,Paving,Paving,New,Plan Design,,Planned,BUNKERHILL DR - DEAD END - DEERVALE DR,BUNKERHILL DR - DEAD END - DEERVALE DR,"Based on the current condiion index, this roadway segment qualifies for paving",BUNKERHILL DR - DEAD END - DEERVALE DR,BUNKERHILL DR - DEAD END - DEERVALE DR,16,01/01/2022,12/31/2022,33150,0,0,0,33150,0,0,0,33150,-86.722811,36.12934,Project Line,POINT (-86.722811 36.12934)
7582,Metro Nashville,Metro Public Works,Engineering,22-030713255372,Bikeway,Bike Lane,New,Future,,Future,Wedgewood Ave From Martin St To Rains Ave,Construct a new major bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Wedgewood Ave From Martin St To Rains Ave,This bikeway is estimated to begin in 2025 or later.,17,"Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.768849,36.1333,Project Line,POINT (-86.768849 36.1333)
8296,Metro Nashville,Metro Public Works,Engineering,23-060115545032,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,Pulley Road/ McCrory Creek,"Flagged - NDOT. The work will consist of: Repair deterioration of steel beams and bearing plates, repair concrete deterioration on the bridge deck, install epoxy seal coat on the bridge deck.","The 2021 TDOT inspection identified corrosion and section loss on steel beams and bearing plates, concrete cracks and spalls on the bridge deck.",Pulley Road/ McCrory Creek,Traffic control measures will be required to complete the planned bridge repairs.,13,,,0,88790,0,0,0,0,0,0,88790,-86.652873,36.121862,Project Poly,POINT (-86.652873 36.121862)
7563,Metro Nashville,Metro Public Works,Engineering,22-030710472565,Bikeway,Bike Lane,New,Future,,Future,10th Ave N From Jefferson St To Monroe Ave,Feasibility study will determine bikeway type to be installed,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,10th Ave N From Jefferson St To Monroe Ave,This bikeway is estimated to begin in 2025 or later.,19,"Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.795338,36.173379,Project Line,POINT (-86.795338 36.173379)
7277,Metro Nashville,Metro Public Works,Engineering,21-093013542751,Bridge,Bridge Repairs,Maintenance/Repairs,Plan Design,,Planned,Old Charlotte Pike/Overall Creek,"BRIDGE REPAIRS identified by TDOT Bridge Maintenance Division - Repairs needed to address damaged bottom flange of beam, moderate to heavy corrosion and section loss of bearing plates, failed wingwall and overturning wingwall.","To address and resolve the following deficiencies: Damaged bottom flange of beam, moderate to heavy corrosion and section loss of bearing plates, failed wingwall and overturning wingwall.",Old Charlotte Pike/Overall Creek,The bridge repairs will require the traffic controls measures.,35,,,0,770000,0,0,0,0,0,0,770000,-86.932636,36.121476,Project Poly,POINT (-86.932636 36.121476)
6109,Metro Nashville,Metro Public Works,Engineering,21-041412495726,Sidewalk,New Sidewalk,New,On Hold,,On Hold,Graybar Lane/ Hillsboro Pike Sidewalk Improvements,New sidewalks with grass furnishing zone.,To provide connectivity to local neighborhoods.,GRAYBAR LN/HILLSBORO PIKE From 490' N OF GLEN ECHO RD To 223' E OF BOENSCH ST,Installation of sidewalk along roadway to provide connectivity to local neighborhoods.,"25, 34",07/01/2025,12/01/2025,1179000,1179000,0,0,0,0,0,0,1179000,-86.809447,36.111076,Project Line,POINT (-86.809447 36.111076)
8248,Metro Nashville,Metro Public Works,Engineering,PIN 131476.00,Traffic,Information Technology,Engineering/Consultant Services,30% Plan Design,,Scheduled,Charlotte Avenue Transit Headways and Congestion Management,Installing fiber and signal attachments along Charlotte Avenue between 4th Ave N and White Bridge Pike. Project will improve signal communication and performance along the corridor and implement transit technologies to enhance operational decision making through connected vehicle technology.,"Funded through the 2020 ATCMTD Grant in partnership with NDOT, WeGo, and TDOT. Aligns with ITS Implementation Plan and 2020 Transportation Plan.",Charlotte Avenue from 4th Ave N to White Bridge Pike,30% designs have been submitted and are currently undergoing NEPA review at TDOT. NEPA approval is expected by end of August at which point design efforts will begin progressing toward 100% plans.,"19, 21, 24, 17, 20, 18",11/04/2024,11/04/2025,3000000,3000000,0,0,500000,1000000,1500000,0,3000000,-86.823129,36.152901,Project Line,POINT (-86.823129 36.152901)
6368,Metro Nashville,Metro Public Works,Paving,RPMS-18908,Paving,Paving,New,Complete,,Complete,ATHENS WAY - ROSA L PARKS BLVD - DOMINICAN DR,ATHENS WAY - ROSA L PARKS BLVD - DOMINICAN DR,"Based on the current condiion index, this roadway segment qualifies for paving",ATHENS WAY - ROSA L PARKS BLVD - DOMINICAN DR,PAVING PROJECT: 'ATHENS WAY - ROSA L PARKS BLVD - DOMINICAN DR',02,01/01/2023,01/31/2023,158650,0,0,0,97850,0,0,0,158650,-86.802312,36.190382,Project Line,POINT (-86.802312 36.190382)
7754,Metro Nashville,Metro Public Works,Engineering,22-070111284041,Sidewalk,New Sidewalk,New,Plan Design,,Planned,Amalie Dr From Old Hickory Blvd To Amalie Point Apartments,1275 linear ft of 5ft sidewalk .,This project will fill a gap in an existing sidewalk network and increase pedestrian safety along a busy road.,Amalie Dr From Old Hickory Blvd To Amalie Point Apartments,This project met selection criteria due to community connectivity and the opportunity for safety improvements.,"04, 27",03/01/2024,10/27/2024,425950,0,0,0,0,0,0,0,425950,-86.725087,36.046395,Project Line,POINT (-86.725087 36.046395)
8372,Metro Nashville,Metro Public Works,Engineering,23-102610032713,Sidewalk,New Sidewalk,New,Planning/Scoping,,Planned,Cheyenne Blvd From Manzaro Rd To Bubbling Well Rd,This project will increase walkability and pedestrian safety along Cheyenne Blvd.,To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Cheyenne Blvd From Manzaro Rd To Bubbling Well Rd,Install new sidewalk on NE side of Cheyenne Blvd from Manzano Rd to Bubbling Well Rd.,09,04/13/2024,06/11/2024,210000,210000,0,0,0,0,0,0,210000,-86.679077,36.259728,Project Line,POINT (-86.679077 36.259728)
5410,Metro Nashville,Metro Public Works,Engineering,22-050414292826,Bikeway,Buffered Bike Lane,New,Future,,Future,Mainstream Dr From Rosa L Parks Blvd To Great Circle Rd,Construction of a new buffered bike lane,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Mainstream Dr From Rosa L Parks Blvd To Great Circle Rd,This bikeway is estimated to begin in 2025 or later.,02,"Jul, 2025","Dec, 2025",76560,76560,0,0,76560,0,0,0,76560,-86.817138,36.197614,Project Line,POINT (-86.817138 36.197614)
7527,Metro Nashville,Metro Public Works,Engineering,22-022314144248,Bikeway,Bike Lane,New,Planning/Scoping,,Planned,Union St From Church St To 3rd Ave N,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Union St From Church St To 3rd Ave N,This bikeway is under consideration as a Fast Track bike lane.,19,"Jul, 2024","Dec, 2024",100000,0,0,0,0,0,0,0,100000,-86.783537,36.163466,Project Line,POINT (-86.783537 36.163466)
7579,Metro Nashville,Metro Public Works,Engineering,22-030713132868,Bikeway,Bike Lane,New,Future,,Future,Sawyer Brown Rd From Highway 70 S To Westfield Dr,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Sawyer Brown Rd From Highway 70 S To Westfield Dr,This bikeway is estimated to begin in 2025 or later.,22,"Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.94477,36.078188,Project Line,POINT (-86.94477 36.078188)
8229,Metro Nashville,Metro Public Works,Engineering,23-030309484455,Sidewalk,New Sidewalk,New,Plan Design,,Planned,Pavilion Blvd From Plus Park Blvd To Murfreesboro Pike,Construction of new 5ft sidewalk,To provide connectivity and pedestrian safety improvements,Pavilion Blvd From Plus Park Blvd To Murfreesboro Pike,This project will provide connectivity and safety from Plus Park Blvd to Murfreesboro Pike,"13, 16",03/03/2024,06/07/2024,152260,0,0,0,0,0,0,0,152260,-86.721202,36.132925,Project Line,POINT (-86.721202 36.132925)
5411,Metro Nashville,Metro Public Works,Engineering,22-062312290319,Bikeway,Buffered Bike Lane,New,Future,,Future,Asheford Trace From Mt View Rd To 160' S of Shadowbrook Trail,Construction of a new buffered bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Asheford Trace From Mt View Rd To 160' S of Shadowbrook Trail,This bikeway is estimated to begin in 2025 or later.,32,"Jul, 2025","Dec, 2025",48450,48450,0,0,48450,0,0,0,48450,-86.622472,36.042387,Project Line,POINT (-86.622472 36.042387)
6629,Metro Nashville,Metro Public Works,Engineering,23-040713371219,Capital,Intersection Improvements,Rehabilitation,30% Plan Design,,In Progress,Nolensville Pk at McNally Dr/Natchez Ct,"Intersection improvements on Nolensville Pk to include sidewalks, ADA upgrades, curb & gutter, striping, transit stop improvements, pedestrian signals and drainage.",Metro was awarded a TDOT Multimodal Access Grant in partnership with WeGo to construct one of a series of bus stop improvements along Nolensville Pk. This project is funded with 90% State match/10% local match (covered by WeGo).,Nolensville Pike @ McNally Dr & Natchez Ct,"Intersection improvements on Nolensville Pk to include sidewalks, ADA upgrades, curb & gutter, striping, transit stop improvements, pedestrian signals and drainage.","26, 30",07/01/2021,07/01/2023,980005,980005,0,0,49000,0,931005,0,980005,-86.73625,36.093385,Project Point,POINT (-86.73625 36.093385)
7541,Metro Nashville,Metro Public Works,Engineering,22-022409520502,Bikeway,Protected Bike Lane,New,Ready for Construction,,Planned,Bart/Coleridge Dr From Tusculum Rd To Shihmen Dr,Construction of a new protected bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Bart/Coleridge Dr From Tusculum Rd  To Shihmen Dr,This bikeway is under consideration as a Fast Track bike lane.,"27, 33","Mar, 2024","Apr, 2024",574063.12,1230923.44,0,0,0,0,0,0,1230923.44,-86.688973,36.057149,Project Line,POINT (-86.688973 36.057149)
8274,Metro Nashville,Metro Public Works,Engineering,23-041112244970,Sidewalk,New Sidewalk,New,Future,,Future,McGavock Pike From Meadowood Dr To Pennington Bend Rd,This corridor of McGavock Pike will replace Pennington Bend on the WalknBike Workplan.,To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation along McGavock Pike.,McGavock Pike From Meadowood Dr To Pennington Bend Rd,NDOT will pursue opportunities to complete sidewalk project through development and completing sidewalk gaps as needed.,"09, 15","Jul, 2026","Dec, 2026",4808400,0,0,0,0,0,0,0,4808400,-86.680934,36.207874,Project Line,POINT (-86.680934 36.207874)
5251,Metro Nashville,Metro Public Works,Engineering,21-031013141988,Traffic,Intersection Improvements,Rehabilitation,Under Construction,,In Progress,Hermitage Avenue Lane Use Signals,Install lane use signals and signage,To provide lane use signals for the reversible lanes east of Fairfield Avenue,HERMITAGE AVE BETWEEN FAIRFIELD AVENUE AND NASHVILLE & EASTERN RAILROAD,Installation of lane use signals and signs under construction,"19, 17, 15",01/01/2017,12/31/2017,470930.72,470930.72,470930.72,0,470930.72,0,0,0,470930.72,-86.749836,36.153277,Project Line,POINT (-86.749836 36.153277)
7581,Metro Nashville,Metro Public Works,Engineering,22-030713215299,Bikeway,Bike Lane,New,Future,,Future,Wedgewood Ave From 12th Ave S To 8th Ave S,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Wedgewood Ave From 12th Ave S To 8th Ave S,This bikeway is estimated to begin in 2025 or later.,"17, 18","Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.785382,36.135024,Project Line,POINT (-86.785382 36.135024)
7564,Metro Nashville,Metro Public Works,Engineering,22-030711343081,Bikeway,Bike Lane,New,Future,,Future,1st Ave N From Broadway To Union St,Construction of a new bike lane or bike lane upgrade.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,1st Ave N From Broadway To Union St,This bikeway is estimated to begin in 2025 or later.,19,"Jul, 2025","Dec, 2025",0,0,0,0,0,0,0,0,0,-86.776442,36.165463,Project Line,POINT (-86.776442 36.165463)
